satisfaction_level,number_project,average_montly_hours,time_spend_company,left,promotion_last_5years,sales,salary
0.98,2,204,4,0,0,marketing,low
0.34,2,164,2,0,0,sales,low
0.71,5,162,2,0,0,sales,low
0.64,3,180,2,0,0,sales,low
0.71,2,199,2,0,0,sales,low
0.58,4,190,2,0,0,sales,medium
0.87,4,151,3,0,0,sales,medium
0.58,4,162,3,0,0,sales,medium
0.87,3,139,2,0,0,sales,medium
0.72,3,231,3,0,0,sales,medium
0.67,5,269,2,0,0,sales,medium
0.53,4,249,3,0,0,sales,medium
0.78,3,148,2,0,0,sales,medium
0.19,4,233,5,0,0,sales,medium
1,4,240,4,0,0,sales,medium
0.75,5,229,2,0,0,sales,medium
0.29,3,256,2,0,0,sales,medium
0.37,2,188,2,0,0,sales,high
0.78,3,167,2,0,0,sales,low
0.24,5,190,4,0,0,sales,medium
0.49,4,168,3,0,0,accounting,medium
0.18,6,154,5,0,0,accounting,medium
0.76,4,135,3,0,0,accounting,medium
0.5,4,217,3,0,0,hr,low
0.82,3,253,2,0,0,hr,low
0.97,3,180,3,0,0,hr,low
0.72,4,225,2,0,0,hr,low
0.98,4,134,3,0,0,technical,low
0.76,3,192,2,0,0,technical,low
0.72,3,224,3,0,0,technical,low
0.96,3,260,5,0,0,technical,low
0.62,3,178,3,0,0,technical,low
0.25,4,166,5,0,0,technical,low
0.82,5,180,3,0,0,technical,low
0.59,3,189,2,0,0,technical,low
0.94,3,154,3,0,0,technical,low
0.72,3,236,3,0,0,technical,low
0.53,5,198,3,0,0,technical,low
0.67,3,148,3,0,0,support,low
0.99,4,205,2,0,0,support,low
0.64,4,133,3,0,0,support,low
0.61,4,160,3,0,0,support,low
0.89,4,201,2,0,0,support,low
0.61,5,157,4,0,0,support,low
0.9,3,260,2,0,0,support,medium
0.96,5,152,3,0,0,support,medium
0.62,4,218,3,0,0,support,medium
0.89,3,252,2,0,0,support,medium
0.52,4,216,3,0,0,support,medium
0.66,3,183,2,0,0,technical,medium
0.96,5,269,2,0,0,technical,medium
0.95,5,132,4,0,0,technical,medium
0.75,4,170,4,0,0,management,medium
0.39,5,257,5,0,0,IT,medium
0.93,3,138,2,0,0,IT,medium
0.44,3,115,3,0,0,IT,medium
0.9,3,165,2,0,0,IT,high
0.75,3,214,3,0,0,IT,low
0.45,2,246,2,0,0,product_mng,medium
0.42,2,188,3,0,0,product_mng,medium
0.99,3,255,2,0,0,product_mng,medium
0.89,4,190,2,0,0,product_mng,medium
0.96,4,164,4,0,0,IT,low
0.5,3,165,3,0,0,RandD,low
0.59,3,141,3,0,0,RandD,low
0.57,3,154,2,0,0,RandD,low
1,3,165,2,0,0,RandD,low
0.6,5,266,2,0,0,RandD,low
0.21,6,235,6,0,0,RandD,low
0.63,4,159,2,0,0,marketing,low
0.8,3,218,3,0,0,sales,low
0.51,3,149,4,0,0,accounting,low
0.89,5,239,3,0,0,support,low
0.83,4,225,3,0,0,technical,low
0.77,6,247,3,0,0,management,low
0.79,4,183,2,0,0,marketing,low
0.63,5,214,2,0,0,marketing,low
0.68,5,113,2,0,0,marketing,low
0.74,4,244,2,0,0,sales,low
0.49,6,286,4,0,0,sales,low
0.46,3,139,2,0,0,sales,medium
0.9,5,176,3,0,0,sales,medium
0.7,5,136,3,0,0,sales,medium
0.84,4,222,2,0,0,sales,medium
0.89,4,269,4,0,0,sales,medium
0.59,4,183,2,0,0,sales,medium
0.57,3,206,3,0,0,sales,medium
0.53,3,158,3,0,0,sales,medium
0.83,4,136,3,0,0,sales,medium
0.51,4,182,2,0,0,sales,medium
0.78,4,268,3,0,0,sales,medium
0.52,3,144,3,0,0,sales,medium
0.42,5,286,4,0,0,sales,high
0.61,2,268,3,0,0,sales,low
0.85,3,255,3,0,0,sales,medium
0.17,6,245,5,0,0,sales,medium
0.79,3,134,2,0,0,sales,medium
0.56,3,251,3,0,0,accounting,medium
0.5,5,165,2,0,0,accounting,low
0.51,3,223,2,0,0,accounting,low
0.77,4,225,4,0,0,hr,low
0.84,3,196,3,0,0,hr,low
0.21,3,253,3,0,0,hr,low
0.65,5,222,3,0,0,hr,low
0.95,4,135,3,0,0,technical,low
0.8,4,217,2,0,0,technical,low
0.77,5,192,2,0,0,technical,low
0.57,3,172,3,0,0,technical,low
0.92,4,183,3,0,0,technical,low
1,5,186,2,0,0,technical,low
0.85,4,163,3,0,0,technical,low
0.57,4,262,3,0,0,technical,low
0.66,3,202,3,0,0,technical,low
0.85,4,248,3,0,0,technical,low
0.99,5,214,2,0,0,technical,low
0.91,4,260,4,0,0,support,low
0.96,4,260,3,0,0,support,low
0.49,4,251,2,0,0,support,low
0.39,5,179,5,0,0,support,low
0.87,4,178,2,0,0,support,medium
0.19,6,210,4,0,0,support,medium
0.9,3,273,4,0,0,support,medium
0.5,5,166,2,0,0,support,medium
0.7,5,246,2,0,0,support,medium
0.52,5,192,3,0,0,support,medium
0.71,3,274,3,0,0,support,medium
0.4,3,232,3,0,0,technical,medium
0.96,3,158,4,0,0,technical,medium
0.86,5,137,3,0,0,technical,medium
0.68,3,209,2,0,0,management,medium
0.56,3,206,2,0,0,IT,medium
0.65,3,230,2,0,0,IT,high
0.98,5,239,3,0,0,IT,low
0.18,5,159,6,0,0,IT,medium
0.66,4,244,2,0,0,IT,medium
0.14,5,259,5,0,0,product_mng,medium
0.94,5,245,3,0,0,product_mng,medium
0.56,3,141,2,0,0,product_mng,low
0.56,5,202,4,0,0,product_mng,low
0.59,5,143,3,0,0,IT,low
0.63,4,286,5,0,0,RandD,low
0.97,5,173,3,0,0,RandD,low
0.76,5,195,3,0,0,RandD,low
0.85,4,167,4,0,0,RandD,low
0.23,5,197,4,0,0,RandD,low
0.68,3,255,5,0,0,RandD,low
0.71,3,274,3,0,0,marketing,low
0.5,3,192,2,0,0,sales,low
0.61,3,225,3,0,0,accounting,low
0.99,3,209,2,0,0,support,low
0.97,5,222,3,0,0,technical,low
0.82,5,208,2,0,0,management,low
0.72,5,162,5,0,0,marketing,low
0.53,3,135,2,0,0,marketing,low
0.55,4,200,3,0,0,marketing,low
0.52,4,159,4,0,0,sales,low
0.8,5,156,2,0,0,sales,low
0.51,4,169,3,0,0,sales,low
0.66,4,154,3,0,0,sales,medium
0.56,2,169,3,0,0,sales,medium
0.5,3,233,3,0,0,sales,medium
0.94,3,218,2,0,0,sales,medium
0.42,4,279,6,0,0,sales,medium
0.6,3,195,3,0,0,sales,medium
0.55,4,223,3,0,0,sales,medium
0.76,3,275,4,0,0,sales,medium
0.84,3,234,3,0,0,sales,medium
0.33,4,113,6,0,0,sales,medium
0.61,3,133,5,0,0,sales,medium
0.91,5,158,4,0,0,sales,medium
0.73,4,214,3,0,0,sales,high
0.87,4,272,4,0,0,sales,low
0.38,2,127,4,0,0,sales,medium
0.8,4,141,3,0,0,sales,medium
0.69,5,263,3,0,0,accounting,medium
0.99,5,174,5,0,0,accounting,medium
0.92,5,246,2,0,0,accounting,low
0.6,3,201,2,0,0,hr,low
0.89,3,181,3,0,0,hr,low
0.91,3,238,2,0,0,hr,low
0.35,3,167,2,0,0,hr,low
0.88,5,224,2,0,0,technical,low
0.66,3,182,3,0,0,technical,low
0.21,4,189,2,0,0,technical,low
0.78,3,169,2,0,0,technical,medium
0.21,4,287,5,0,0,technical,medium
0.64,3,150,2,0,0,technical,medium
0.68,4,146,2,0,0,technical,medium
0.99,4,162,4,0,0,technical,medium
0.85,4,158,5,0,0,technical,medium
0.86,3,185,2,0,0,technical,medium
0.89,3,214,3,0,0,technical,medium
0.49,4,200,3,0,0,support,medium
0.76,4,219,2,0,0,support,medium
0.79,3,218,3,0,0,support,medium
0.89,4,237,2,0,0,support,medium
0.34,3,105,3,0,0,support,medium
0.81,3,251,3,0,0,support,medium
0.96,3,227,2,0,0,support,medium
0.7,3,158,2,0,0,support,medium
0.92,4,252,2,0,0,support,medium
0.5,4,198,3,0,0,support,medium
0.75,2,192,3,0,0,support,medium
0.42,2,139,4,0,0,technical,medium
0.29,6,205,3,0,0,technical,medium
0.91,3,224,3,0,0,technical,medium
0.55,4,267,4,0,0,management,medium
0.57,4,200,3,0,0,IT,medium
0.27,3,97,6,0,0,IT,medium
0.7,6,253,3,0,0,IT,high
0.63,4,191,2,0,0,IT,high
0.97,5,199,2,0,0,IT,high
0.28,3,127,4,0,0,product_mng,high
0.7,3,187,2,0,0,product_mng,high
0.83,4,215,3,0,0,product_mng,high
0.22,4,176,6,0,0,product_mng,high
0.55,3,194,2,0,0,IT,high
0.33,3,216,3,0,0,RandD,high
0.5,4,185,3,0,0,RandD,high
0.93,5,140,3,0,0,RandD,high
0.77,3,260,4,0,0,RandD,high
0.93,5,137,4,0,0,RandD,low
0.72,4,151,2,0,0,RandD,low
0.78,3,152,2,0,0,marketing,low
0.55,4,166,2,0,0,sales,low
0.39,3,261,2,0,0,accounting,low
0.67,3,235,3,0,0,support,low
0.61,3,201,2,0,0,technical,low
0.6,6,250,5,0,0,management,low
0.48,4,146,2,0,0,marketing,low
0.75,4,195,3,0,0,marketing,low
0.87,4,259,3,0,0,marketing,low
0.51,4,166,4,0,0,sales,low
0.63,4,188,4,0,0,sales,low
0.6,3,203,2,0,0,sales,low
0.7,3,167,3,0,0,sales,low
0.5,2,258,3,0,0,sales,medium
0.59,2,126,3,0,0,sales,medium
0.52,6,246,4,0,0,sales,medium
0.55,3,205,3,0,0,sales,medium
0.81,5,201,3,0,0,sales,medium
0.94,4,197,3,0,0,sales,medium
0.98,3,272,3,0,0,sales,medium
0.83,4,206,2,0,0,sales,medium
0.93,3,184,3,0,0,sales,medium
0.99,3,199,2,0,0,sales,medium
0.55,4,220,3,0,0,sales,medium
0.96,3,233,3,0,0,sales,medium
0.28,3,221,3,0,0,sales,high
0.97,6,168,5,0,0,sales,high
0.8,3,251,3,0,0,sales,high
0.75,2,188,3,0,0,accounting,high
0.89,3,203,3,0,0,accounting,high
0.6,5,168,2,0,0,accounting,high
0.73,3,227,2,0,0,hr,high
0.88,4,159,2,0,0,hr,high
0.5,3,159,3,0,0,hr,low
0.53,5,275,5,0,0,hr,low
0.95,6,283,2,0,0,technical,low
0.94,5,169,3,0,0,technical,low
0.49,3,227,4,0,0,technical,low
0.59,3,147,4,0,0,technical,low
0.51,3,227,2,0,0,technical,low
0.66,4,166,3,0,0,technical,low
0.76,4,168,6,0,0,technical,medium
0.12,3,229,6,0,0,technical,medium
0.84,3,134,3,0,0,technical,medium
0.94,3,196,3,0,0,technical,medium
0.63,4,181,3,0,0,technical,medium
0.79,4,177,3,0,0,support,medium
0.85,3,272,2,0,0,support,medium
0.74,3,213,3,0,0,support,medium
0.23,6,220,3,0,0,support,medium
0.62,4,274,2,0,0,support,medium
0.36,6,242,6,0,0,support,medium
0.7,4,182,3,0,0,support,medium
0.57,5,172,4,0,0,support,medium
0.83,3,226,3,0,0,support,medium
0.71,3,132,2,0,0,support,medium
0.23,6,121,3,0,0,support,medium
0.59,4,207,2,0,0,technical,medium
0.69,2,141,3,0,0,technical,medium
0.63,5,189,3,0,0,technical,medium
0.9,6,269,4,0,0,management,medium
0.31,4,200,4,0,0,IT,medium
0.92,3,199,2,0,0,IT,medium
0.96,4,213,3,0,0,IT,medium
0.66,6,105,4,0,0,IT,high
0.48,4,141,2,0,0,IT,low
0.15,3,255,3,0,0,product_mng,medium
0.59,3,217,4,0,0,product_mng,medium
0.66,6,165,5,0,0,product_mng,medium
0.69,5,220,2,0,0,product_mng,medium
0.65,4,241,4,0,0,IT,medium
0.58,5,274,3,0,0,RandD,medium
0.72,4,224,4,0,0,RandD,medium
0.65,5,240,5,0,0,RandD,medium
0.63,5,210,3,0,0,RandD,medium
0.55,3,215,2,0,0,RandD,medium
0.74,4,254,2,0,0,marketing,low
0.58,4,150,4,0,0,sales,low
0.71,4,177,3,0,0,accounting,low
0.83,5,101,4,0,0,support,low
0.63,3,183,2,0,0,technical,low
0.56,3,224,3,0,0,management,low
0.88,3,263,3,0,0,marketing,low
0.82,3,207,2,0,0,marketing,high
0.69,3,243,3,0,0,marketing,low
0.57,3,157,4,0,0,sales,high
0.75,3,242,3,0,0,sales,high
0.6,4,265,2,0,0,sales,low
0.96,3,196,4,0,0,sales,low
0.75,4,135,2,0,0,sales,high
1,6,270,3,0,0,sales,low
0.92,4,201,2,0,0,sales,medium
0.84,5,225,4,0,0,sales,high
0.82,4,205,3,0,0,sales,medium
0.74,3,131,3,0,0,sales,medium
0.21,2,118,4,0,0,sales,medium
0.62,5,187,3,0,0,sales,medium
0.54,3,275,2,0,0,sales,high
0.55,5,125,4,0,0,sales,medium
0.84,4,270,3,0,0,sales,medium
0.61,2,123,2,0,0,sales,medium
0.64,3,281,3,0,0,sales,high
0.92,3,223,2,0,0,sales,medium
0.86,3,268,2,0,0,sales,high
0.6,4,174,3,0,0,accounting,low
0.86,3,162,3,0,0,accounting,medium
0.55,3,192,3,0,0,accounting,medium
0.54,4,178,3,0,0,hr,medium
0.49,3,250,2,0,0,hr,medium
0.98,3,262,4,0,0,hr,low
0.55,5,194,3,0,0,hr,low
0.64,3,146,3,0,0,technical,low
0.54,4,245,2,0,0,technical,low
0.58,3,131,2,0,0,technical,low
0.57,3,108,4,0,0,technical,low
0.65,5,206,3,0,0,technical,low
0.6,3,146,4,0,0,technical,low
0.59,2,171,2,0,0,technical,low
0.77,4,173,2,0,0,technical,low
0.55,5,240,3,0,0,technical,high
0.5,4,199,2,0,0,technical,low
0.43,3,237,3,0,0,technical,low
0.58,3,258,4,0,0,support,low
0.66,4,269,3,0,0,support,low
0.7,5,245,4,0,0,support,high
0.82,4,164,3,0,0,support,low
0.49,4,256,3,0,0,support,low
0.99,4,213,3,0,0,support,low
0.96,3,193,3,0,0,support,high
0.7,3,179,2,0,0,support,low
0.22,6,278,5,0,0,support,medium
0.91,3,256,2,0,0,support,high
0.18,5,173,4,0,0,support,medium
0.84,4,179,3,0,0,technical,high
0.66,4,145,5,0,0,technical,medium
0.49,3,168,4,0,0,technical,medium
0.88,4,213,3,0,0,management,medium
0.69,6,150,5,0,0,IT,medium
0.83,3,262,3,0,0,IT,medium
0.56,4,149,4,0,0,IT,medium
0.95,5,139,2,0,0,IT,medium
0.56,3,272,2,0,0,IT,medium
0.93,3,252,4,0,0,product_mng,high
0.84,3,232,4,0,0,product_mng,low
0.84,3,266,2,0,0,product_mng,medium
0.52,4,264,3,0,0,product_mng,medium
0.98,4,142,2,0,0,IT,medium
0.66,5,208,4,0,0,RandD,medium
0.92,5,178,2,0,0,RandD,medium
0.71,5,192,3,0,0,RandD,medium
0.65,4,242,2,0,0,RandD,medium
0.23,4,277,5,0,0,RandD,medium
0.71,3,173,2,0,0,marketing,medium
0.21,4,276,6,0,0,marketing,high
0.7,2,189,3,0,0,sales,low
0.9,4,139,2,0,0,accounting,low
0.6,5,140,3,0,0,support,low
0.58,5,191,3,0,0,technical,high
0.73,5,178,2,0,0,management,low
0.56,4,184,3,0,0,marketing,low
0.97,3,144,3,0,0,marketing,low
0.92,3,160,2,0,0,marketing,high
0.77,3,225,2,0,0,sales,low
0.97,5,266,2,0,0,sales,low
0.7,5,154,2,0,0,sales,low
0.78,4,142,2,0,0,sales,low
0.77,3,207,4,0,0,sales,low
0.66,4,162,3,0,0,sales,low
0.25,6,287,5,0,0,sales,low
0.89,2,270,6,0,0,sales,medium
0.15,5,160,4,0,0,sales,medium
0.26,6,113,2,0,0,sales,medium
0.74,4,178,4,0,0,sales,medium
0.52,3,153,2,0,0,sales,medium
0.95,4,255,2,0,0,sales,medium
0.66,4,257,3,0,0,sales,medium
0.79,4,243,3,0,0,sales,medium
0.98,3,179,3,0,0,sales,medium
0.4,3,123,2,0,0,sales,medium
1,3,132,2,0,0,sales,medium
0.71,3,134,3,0,0,sales,medium
0.48,3,277,2,0,0,accounting,high
0.76,5,265,2,0,0,accounting,low
0.61,4,269,4,0,0,accounting,medium
0.74,4,156,4,0,0,hr,medium
0.24,6,237,5,0,0,hr,medium
0.79,3,271,2,0,0,hr,medium
0.75,3,206,2,0,0,hr,low
0.6,4,192,3,0,0,technical,low
0.72,4,230,3,0,0,technical,low
1,4,261,3,0,0,technical,low
0.55,3,173,3,0,0,technical,low
0.3,2,109,4,0,0,technical,low
0.89,3,247,4,0,0,technical,low
0.84,5,163,3,0,0,technical,low
0.67,4,149,4,0,0,technical,low
0.15,6,218,6,0,0,technical,low
0.59,4,194,2,0,0,technical,low
0.5,4,157,2,0,0,technical,low
0.23,5,244,3,0,0,support,low
0.95,5,169,2,0,0,support,low
0.31,2,146,3,0,0,support,low
0.47,5,207,3,0,0,support,low
0.26,3,195,5,0,0,support,low
0.55,6,148,4,0,0,support,low
0.89,3,272,2,0,0,support,low
0.88,3,185,2,0,0,support,low
0.98,5,260,2,0,0,support,low
0.96,3,182,2,0,0,support,medium
0.85,3,195,3,0,0,support,medium
0.96,3,168,3,0,0,technical,medium
0.85,3,198,4,0,0,technical,medium
0.59,5,172,2,0,0,technical,medium
0.51,4,216,2,0,0,management,medium
0.5,3,232,2,0,0,IT,medium
0.53,3,148,3,0,0,IT,medium
0.44,4,210,2,0,0,IT,medium
0.99,3,197,2,0,0,IT,medium
0.73,4,241,3,0,0,IT,medium
0.51,5,154,2,0,0,product_mng,medium
0.5,3,259,2,0,0,product_mng,high
0.52,4,106,2,0,0,product_mng,low
0.74,5,262,2,0,0,product_mng,medium
0.69,2,202,2,0,0,IT,medium
0.22,5,174,5,0,0,RandD,medium
0.49,4,240,2,0,0,RandD,medium
0.7,5,247,3,0,0,RandD,low
0.68,4,148,3,0,0,RandD,low
0.66,5,187,2,0,0,RandD,low
0.99,4,183,3,0,0,marketing,low
0.88,4,240,2,0,0,sales,low
0.2,4,149,3,0,0,accounting,low
0.56,2,130,3,0,0,support,low
0.68,4,203,2,0,0,technical,low
0.85,3,218,3,0,0,management,low
0.95,4,204,3,0,0,marketing,low
0.6,4,163,3,0,0,marketing,low
0.61,4,183,3,0,0,marketing,low
0.55,4,211,4,0,0,sales,low
0.64,5,156,5,0,0,sales,low
0.64,3,196,3,0,0,sales,low
0.87,4,162,2,0,0,sales,low
0.2,3,218,4,0,0,sales,low
0.99,4,135,2,0,0,sales,low
0.96,2,273,3,0,0,sales,low
0.53,3,241,3,0,0,sales,low
0.7,6,285,4,0,0,sales,low
0.68,6,236,3,0,0,sales,medium
0.96,4,222,3,0,0,sales,medium
0.64,4,242,3,0,0,sales,medium
0.86,5,166,3,0,0,sales,medium
0.87,3,172,3,0,0,sales,medium
0.53,4,249,2,0,0,sales,medium
0.72,4,180,2,0,0,sales,medium
0.83,4,197,4,0,0,sales,medium
0.97,5,185,2,0,0,sales,medium
0.92,3,171,2,0,0,sales,medium
0.82,6,191,6,0,0,accounting,medium
0.59,4,250,2,0,0,accounting,medium
0.84,5,199,3,0,0,accounting,high
0.71,3,139,2,0,0,hr,low
0.49,3,224,3,0,0,hr,medium
0.78,3,227,3,0,0,hr,medium
0.84,4,198,2,0,0,hr,medium
0.85,5,165,5,0,0,technical,medium
0.87,4,199,3,0,0,technical,low
0.94,5,203,3,0,0,technical,low
0.82,4,243,3,0,0,technical,low
0.78,3,135,3,0,0,technical,low
0.47,4,100,4,0,0,technical,low
0.5,2,150,3,0,0,technical,low
0.75,4,252,3,0,0,technical,low
0.36,3,98,3,0,0,technical,low
0.91,3,262,3,0,0,technical,low
0.87,3,257,3,0,0,technical,low
0.97,3,160,3,0,0,support,low
0.71,3,190,3,0,0,support,low
0.83,3,231,2,0,0,support,low
0.42,3,190,4,0,0,support,low
0.53,4,181,3,0,0,support,low
0.56,4,273,3,0,0,support,low
0.26,5,214,6,0,0,support,low
0.53,4,192,2,0,0,support,low
0.99,4,224,2,0,0,support,low
0.48,3,96,3,0,0,support,low
0.91,3,276,4,0,0,support,low
0.76,3,162,2,0,0,technical,medium
0.67,4,190,4,0,0,technical,medium
0.58,4,147,3,0,0,technical,medium
0.57,4,143,3,0,0,management,medium
0.55,5,280,6,0,0,IT,medium
0.79,3,137,2,0,0,IT,medium
0.48,3,259,6,0,0,IT,medium
0.68,4,176,3,0,0,IT,medium
0.19,5,231,4,0,0,IT,medium
0.99,3,104,3,0,0,product_mng,medium
0.3,5,224,2,0,0,product_mng,medium
0.81,4,202,3,0,0,product_mng,medium
0.58,4,180,3,0,0,product_mng,high
0.74,3,228,2,0,0,IT,low
0.59,5,165,2,0,0,RandD,medium
0.46,2,177,6,0,0,RandD,medium
0.58,3,194,2,0,0,RandD,medium
0.77,3,192,4,0,0,RandD,medium
0.79,4,171,2,0,0,RandD,low
0.51,3,187,2,0,0,marketing,low
0.7,3,205,3,0,0,sales,low
0.84,5,230,4,0,0,accounting,low
0.19,5,172,2,0,0,support,low
0.9,4,167,3,0,0,technical,low
0.19,5,145,3,0,0,management,low
0.96,3,166,3,0,0,marketing,low
0.87,3,148,3,0,0,marketing,low
0.5,5,223,3,0,0,marketing,low
0.88,2,123,4,0,0,sales,low
0.55,3,158,3,0,0,sales,low
0.89,3,223,2,0,0,sales,low
0.58,3,252,3,0,0,sales,low
0.58,5,143,2,0,0,sales,low
0.34,5,131,6,0,0,sales,low
0.54,5,206,4,0,0,sales,low
0.59,4,210,3,0,0,sales,low
0.88,4,262,3,0,0,sales,medium
0.72,4,147,3,0,0,sales,medium
0.79,4,259,3,0,0,sales,medium
0.51,4,174,3,0,0,sales,medium
0.84,3,150,4,0,0,sales,medium
0.95,4,219,2,0,0,sales,medium
0.58,5,178,4,0,0,sales,medium
0.69,3,269,3,0,0,sales,medium
0.17,6,205,5,0,0,sales,medium
0.81,3,232,3,0,0,sales,medium
0.41,3,193,3,0,0,sales,medium
0.12,3,110,2,0,0,accounting,medium
0.71,4,208,3,0,0,accounting,high
0.32,5,157,4,0,0,accounting,low
0.83,5,187,4,0,0,hr,medium
0.74,4,226,3,0,0,hr,medium
0.67,4,266,3,0,0,hr,medium
0.85,3,159,3,0,0,hr,medium
0.49,4,259,3,0,0,technical,low
0.7,4,150,3,0,0,technical,low
0.44,4,152,3,0,0,technical,low
0.5,5,245,2,0,0,technical,low
0.63,5,227,2,0,0,technical,low
0.87,4,261,3,0,0,technical,low
0.82,4,162,3,0,0,technical,low
0.97,4,193,3,0,0,technical,low
0.9,4,144,2,0,0,technical,low
0.41,6,151,2,0,0,technical,low
0.58,4,225,2,0,0,technical,low
0.77,5,170,2,0,0,support,low
0.89,4,246,3,0,0,support,low
0.64,4,254,3,0,0,support,low
0.31,2,193,4,0,0,support,low
0.6,4,175,3,0,0,support,low
0.2,3,123,4,0,0,support,low
0.13,3,178,5,0,0,support,low
0.95,3,259,2,0,0,support,low
0.15,5,201,6,0,0,support,low
0.22,4,185,3,0,0,support,low
0.33,2,166,3,0,0,support,medium
0.23,4,213,4,0,0,technical,medium
0.85,4,138,2,0,0,technical,medium
0.79,3,168,2,0,0,technical,medium
0.6,4,197,3,0,0,management,medium
0.89,5,220,3,0,0,IT,medium
0.65,3,101,3,0,0,IT,medium
0.61,4,175,3,0,0,IT,medium
0.4,5,181,5,0,0,IT,medium
0.49,3,157,3,0,0,IT,medium
0.95,3,247,2,0,0,product_mng,medium
0.85,5,244,2,0,0,product_mng,medium
0.24,4,152,5,0,0,product_mng,high
0.85,5,176,4,0,0,product_mng,low
0.99,5,241,2,0,0,IT,medium
0.49,4,240,2,0,0,RandD,medium
0.56,3,226,3,0,0,RandD,medium
0.65,6,240,4,0,0,RandD,medium
0.62,3,253,5,0,0,RandD,low
0.78,4,174,3,0,0,RandD,low
0.54,3,213,2,0,0,marketing,low
0.61,4,195,2,0,0,sales,low
0.49,6,230,4,0,0,accounting,low
0.29,2,248,6,0,0,support,low
0.64,4,274,2,0,0,technical,low
0.93,4,217,2,0,0,management,low
0.16,6,229,6,0,0,marketing,low
0.68,5,173,3,0,0,marketing,low
0.71,2,146,4,0,0,marketing,low
0.62,5,151,5,0,0,sales,low
0.74,2,137,3,0,0,sales,low
0.81,3,198,3,0,0,sales,low
0.2,4,190,5,0,0,sales,low
0.51,4,206,3,0,0,sales,low
0.55,4,238,3,0,0,sales,low
0.45,3,193,2,0,0,sales,low
0.91,4,176,3,0,0,sales,low
0.73,6,121,5,0,0,sales,low
0.98,4,145,2,0,0,sales,low
0.62,4,212,3,0,0,sales,medium
0.57,3,198,4,0,0,sales,medium
0.99,3,189,4,0,0,sales,medium
0.82,2,200,3,0,0,sales,medium
0.24,4,217,5,0,0,sales,medium
0.84,5,245,3,0,0,sales,medium
0.9,3,260,3,0,0,sales,medium
0.13,5,206,5,0,0,sales,medium
0.6,3,249,2,0,0,sales,medium
0.72,4,154,2,0,0,accounting,medium
0.68,4,147,3,0,0,accounting,medium
0.51,3,148,2,0,0,accounting,medium
0.74,3,220,2,0,0,hr,high
0.86,3,241,3,0,0,hr,low
0.85,3,242,3,0,0,hr,medium
0.63,2,156,3,0,0,hr,medium
0.74,3,155,3,0,0,technical,medium
0.6,3,211,3,0,0,technical,medium
0.69,4,137,2,0,0,technical,low
0.56,2,269,2,0,0,technical,low
0.5,2,142,3,0,0,technical,low
0.84,5,267,2,0,0,technical,low
0.93,5,134,6,0,0,technical,low
0.12,5,287,4,0,0,technical,low
0.52,4,134,3,0,0,technical,low
0.6,3,185,2,0,0,technical,low
0.71,3,181,4,0,0,technical,medium
0.21,5,169,4,0,0,support,medium
0.15,3,201,6,0,0,support,medium
0.38,2,215,6,0,0,support,medium
0.27,3,222,5,0,0,support,medium
0.86,4,137,2,0,0,support,medium
0.17,6,176,5,0,0,support,medium
0.66,3,257,2,0,0,support,medium
0.95,3,224,4,0,0,support,medium
0.59,5,226,3,0,0,support,medium
0.49,5,196,3,0,0,support,medium
0.9,5,256,4,0,0,support,medium
0.98,3,153,4,0,0,technical,medium
0.52,4,221,3,0,0,technical,medium
0.12,3,236,3,0,0,technical,medium
0.91,5,137,3,0,0,management,medium
0.99,4,256,2,0,0,IT,medium
0.49,4,161,2,0,0,IT,medium
0.92,4,167,3,0,0,IT,medium
0.21,3,194,2,0,0,IT,medium
0.89,3,231,3,0,0,IT,medium
0.84,4,152,2,0,0,product_mng,medium
0.72,3,150,3,0,0,product_mng,medium
0.57,3,207,3,0,0,product_mng,medium
0.9,4,172,3,0,0,product_mng,medium
0.59,2,273,2,0,0,IT,high
0.97,4,134,3,0,0,RandD,high
0.56,3,109,2,0,0,RandD,high
0.78,4,124,3,0,0,RandD,high
0.64,4,253,4,0,0,RandD,high
0.58,5,224,3,0,0,RandD,high
0.68,3,217,2,0,0,marketing,high
0.82,3,148,4,0,0,sales,high
0.83,5,240,3,0,0,accounting,high
0.49,2,226,3,0,0,support,high
0.57,4,176,3,0,0,technical,high
0.66,4,248,3,0,0,management,high
0.78,2,206,2,0,0,marketing,low
0.55,3,192,3,0,0,marketing,low
0.98,3,140,4,0,0,marketing,low
0.89,4,141,3,0,0,sales,low
0.67,3,220,3,0,0,sales,low
1,4,140,3,0,0,sales,low
0.67,4,194,2,0,0,sales,low
0.2,2,228,3,0,0,sales,low
0.71,4,238,3,0,0,sales,low
0.65,3,207,3,0,0,sales,low
0.82,4,164,2,0,0,sales,low
0.48,3,224,3,0,0,sales,low
0.96,4,201,3,0,0,sales,low
0.52,3,171,2,0,0,sales,low
0.24,5,131,5,0,0,sales,low
0.92,6,239,4,0,0,sales,medium
0.66,3,202,3,0,0,sales,medium
0.93,3,137,3,0,0,sales,medium
0.77,4,153,3,0,0,sales,medium
0.6,4,219,4,0,0,sales,medium
0.78,3,194,3,0,0,sales,medium
0.6,4,228,3,0,0,sales,medium
0.31,4,177,5,0,0,accounting,medium
0.49,3,181,3,0,0,accounting,medium
0.33,4,280,3,0,0,accounting,medium
0.76,3,133,2,0,0,hr,medium
0.65,3,237,3,0,0,hr,medium
0.88,5,152,3,0,0,hr,high
